"age"	"group"	"cause"	"prop"
12	"A"	"Genitourinary"	0.0099
12	"A"	"perinatal period"	0
12	"A"	"Congenital malformations"	0.0594
12	"A"	"morbidity"	0.6139
12	"S"	"Infection"	0.0112
12	"S"	"Neoplasms"	0.2458
12	"S"	"Diseases of the blood and blood-forming organs"	0.0223
12	"S"	"Endocrine"	0.0168
12	"S"	"Mental and behavioural disorders"	0
12	"S"	"Nervous Disorders"	0.1564
12	"S"	"circulatory"	0.0726
12	"S"	"respiratory"	0.0391
12	"S"	"Digestive"	0.0279
12	"S"	"Musculoskeletal Disorders"	0
12	"S"	"Genitourinary"	0.0112
12	"S"	"perinatal period"	0.0056
12	"S"	"Congenital malformations"	0.067
12	"S"	"morbidity"	0.2961
12	"B"	"Infection"	0.028
12	"B"	"Neoplasms"	0.1244
12	"B"	"Diseases of the blood and blood-forming organs"	0.0171
12	"B"	"Endocrine"	0.0249
12	"B"	"Mental and behavioural disorders"	0.0031
12	"B"	"Nervous Disorders"	0.0925
12	"B"	"circulatory"	0.0607
12	"B"	"respiratory"	0.0832
12	"B"	"Digestive"	0.0132
12	"B"	"Musculoskeletal Disorders"	0.0086
12	"B"	"Genitourinary"	0.0023
12	"B"	"perinatal period"	0.0039
12	"B"	"Congenital malformations"	0.0529
12	"B"	"morbidity"	0.4487
12	"W"	"Infection"	0.0253
12	"W"	"Neoplasms"	0.1806
12	"W"	"Diseases of the blood and blood-forming organs"	0.0113
12	"W"	"Endocrine"	0.0422
12	"W"	"Mental and behavioural disorders"	0.0056
12	"W"	"Nervous Disorders"	0.0849
12	"W"	"circulatory"	0.0572
12	"W"	"respiratory"	0.0415
12	"W"	"Digestive"	0.0164
12	"W"	"Musculoskeletal Disorders"	0.0101
12	"W"	"Genitourinary"	0.0052
12	"W"	"perinatal period"	0.0034
12	"W"	"Congenital malformations"	0.0513
12	"W"	"morbidity"	0.4432
13	"A"	"Infection"	0.0087
13	"A"	"Neoplasms"	0.0696
13	"A"	"Diseases of the blood and blood-forming organs"	0
13	"A"	"Endocrine"	0.0087
13	"A"	"Mental and behavioural disorders"	0
13	"A"	"Nervous Disorders"	0.0348
13	"A"	"circulatory"	0.0348
13	"A"	"respiratory"	0.0174
13	"A"	"Digestive"	0.0174
13	"A"	"Musculoskeletal Disorders"	0.0087
13	"A"	"Genitourinary"	0.0087
13	"A"	"perinatal period"	0
13	"A"	"Congenital malformations"	0.0261
13	"A"	"morbidity"	0.7391
13	"S"	"Infection"	0.0254
13	"S"	"Neoplasms"	0.2034
13	"S"	"Diseases of the blood and blood-forming organs"	0.0212
13	"S"	"Endocrine"	0.0254
13	"S"	"Mental and behavioural disorders"	0
13	"S"	"Nervous Disorders"	0.0805
13	"S"	"circulatory"	0.089
13	"S"	"respiratory"	0.0466
13	"S"	"Digestive"	0.0212
13	"S"	"Musculoskeletal Disorders"	0.0042
13	"S"	"Genitourinary"	0
13	"S"	"perinatal period"	0.0085
13	"S"	"Congenital malformations"	0.0508
13	"S"	"morbidity"	0.4068
13	"B"	"Infection"	0.0205
13	"B"	"Neoplasms"	0.1098
13	"B"	"Diseases of the blood and blood-forming organs"	0.0172
13	"B"	"Endocrine"	0.0271
13	"B"	"Mental and behavioural disorders"	0.0053
13	"B"	"Nervous Disorders"	0.0886
13	"B"	"circulatory"	0.0675
13	"B"	"respiratory"	0.0794
13	"B"	"Digestive"	0.0179
13	"B"	"Musculoskeletal Disorders"	0.0079
13	"B"	"Genitourinary"	0.0073
13	"B"	"perinatal period"	0.0033
13	"B"	"Congenital malformations"	0.0536
13	"B"	"morbidity"	0.4663
13	"W"	"Infection"	0.0201
13	"W"	"Neoplasms"	0.1565
13	"W"	"Diseases of the blood and blood-forming organs"	0.009
13	"W"	"Endocrine"	0.0326
13	"W"	"Mental and behavioural disorders"	0.0057
13	"W"	"Nervous Disorders"	0.0692
13	"W"	"circulatory"	0.0618
13	"W"	"respiratory"	0.0392
13	"W"	"Digestive"	0.015
13	"W"	"Musculoskeletal Disorders"	0.0082
13	"W"	"Genitourinary"	0.0039
13	"W"	"perinatal period"	0.0033
13	"W"	"Congenital malformations"	0.047
13	"W"	"morbidity"	0.5053
14	"A"	"Infection"	0.0119
14	"A"	"Neoplasms"	0.0417
14	"A"	"Diseases of the blood and blood-forming organs"	0
14	"A"	"Endocrine"	0.0179
14	"A"	"Mental and behavioural disorders"	0.0119
14	"A"	"Nervous Disorders"	0.0298
14	"A"	"circulatory"	0.0298
14	"A"	"respiratory"	0.0238
14	"A"	"Digestive"	0.0179
14	"A"	"Musculoskeletal Disorders"	0.0119
14	"A"	"Genitourinary"	0
14	"A"	"perinatal period"	0
14	"A"	"Congenital malformations"	0.0357
14	"A"	"morbidity"	0.7679
14	"S"	"Infection"	0.0214
14	"S"	"Neoplasms"	0.1571
14	"S"	"Diseases of the blood and blood-forming organs"	0.0107
14	"S"	"Endocrine"	0.0143
14	"S"	"Mental and behavioural disorders"	0.0107
14	"S"	"Nervous Disorders"	0.075
14	"S"	"circulatory"	0.0821
14	"S"	"respiratory"	0.0357
14	"S"	"Digestive"	0.0214
14	"S"	"Musculoskeletal Disorders"	0.0036
14	"S"	"Genitourinary"	0.0036
14	"S"	"perinatal period"	0
14	"S"	"Congenital malformations"	0.0571
14	"S"	"morbidity"	0.4893
14	"B"	"Infection"	0.0197
14	"B"	"Neoplasms"	0.097
14	"B"	"Diseases of the blood and blood-forming organs"	0.0171
14	"B"	"Endocrine"	0.0254
14	"B"	"Mental and behavioural disorders"	0.0026
14	"B"	"Nervous Disorders"	0.0685
14	"B"	"circulatory"	0.0768
14	"B"	"respiratory"	0.0669
14	"B"	"Digestive"	0.0166
14	"B"	"Musculoskeletal Disorders"	0.013
14	"B"	"Genitourinary"	0.0052
14	"B"	"perinatal period"	0.001
14	"B"	"Congenital malformations"	0.0503
14	"B"	"morbidity"	0.5171
14	"W"	"Infection"	0.0169
14	"W"	"Neoplasms"	0.1313
14	"W"	"Diseases of the blood and blood-forming organs"	0.0064
14	"W"	"Endocrine"	0.0306
14	"W"	"Mental and behavioural disorders"	0.0029
14	"W"	"Nervous Disorders"	0.0655
14	"W"	"circulatory"	0.0529
14	"W"	"respiratory"	0.033
14	"W"	"Digestive"	0.0132
14	"W"	"Musculoskeletal Disorders"	0.0047
14	"W"	"Genitourinary"	0.0041
14	"W"	"perinatal period"	0.0043
14	"W"	"Congenital malformations"	0.0418
14	"W"	"morbidity"	0.5739
15	"A"	"Infection"	0.0149
15	"A"	"Neoplasms"	0.0522
15	"A"	"Diseases of the blood and blood-forming organs"	0.0075
15	"A"	"Endocrine"	0.0187
15	"A"	"Mental and behavioural disorders"	0.0037
15	"A"	"Nervous Disorders"	0.0299
15	"A"	"circulatory"	0.0149
15	"A"	"respiratory"	0.0224
15	"A"	"Digestive"	0.0112
15	"A"	"Musculoskeletal Disorders"	0.0075
15	"A"	"Genitourinary"	0
15	"A"	"perinatal period"	0
15	"A"	"Congenital malformations"	0.0224
15	"A"	"morbidity"	0.7873
15	"S"	"Infection"	0.0161
15	"S"	"Neoplasms"	0.2283
15	"S"	"Diseases of the blood and blood-forming organs"	0.0161
15	"S"	"Endocrine"	0.0064
15	"S"	"Mental and behavioural disorders"	0
15	"S"	"Nervous Disorders"	0.045
15	"S"	"circulatory"	0.0547
15	"S"	"respiratory"	0.0289
15	"S"	"Digestive"	0.0096
15	"S"	"Musculoskeletal Disorders"	0.0225
15	"S"	"Genitourinary"	0
15	"S"	"perinatal period"	0
15	"S"	"Congenital malformations"	0.0514
15	"S"	"morbidity"	0.5113
15	"B"	"Infection"	0.014
15	"B"	"Neoplasms"	0.086
15	"B"	"Diseases of the blood and blood-forming organs"	0.0133
15	"B"	"Endocrine"	0.0133
15	"B"	"Mental and behavioural disorders"	0.003
15	"B"	"Nervous Disorders"	0.0603
15	"B"	"circulatory"	0.0648
15	"B"	"respiratory"	0.0387
15	"B"	"Digestive"	0.0121
15	"B"	"Musculoskeletal Disorders"	0.0091
15	"B"	"Genitourinary"	0.0034
15	"B"	"perinatal period"	0.0004
15	"B"	"Congenital malformations"	0.0288
15	"B"	"morbidity"	0.6328
15	"W"	"Infection"	0.014
15	"W"	"Neoplasms"	0.1038
15	"W"	"Diseases of the blood and blood-forming organs"	0.0052
15	"W"	"Endocrine"	0.0238
15	"W"	"Mental and behavioural disorders"	0.0036
15	"W"	"Nervous Disorders"	0.0571
15	"W"	"circulatory"	0.046
15	"W"	"respiratory"	0.0248
15	"W"	"Digestive"	0.0095
15	"W"	"Musculoskeletal Disorders"	0.0049
15	"W"	"Genitourinary"	0.0018
15	"W"	"perinatal period"	0.0024
15	"W"	"Congenital malformations"	0.0304
15	"W"	"morbidity"	0.6535
16	"A"	"Infection"	0.0078
16	"A"	"Neoplasms"	0.0442
16	"A"	"Diseases of the blood and blood-forming organs"	0.0052
16	"A"	"Endocrine"	0.0026
16	"A"	"Mental and behavioural disorders"	0.0052
16	"A"	"Nervous Disorders"	0.0286
16	"A"	"circulatory"	0.0286
16	"A"	"respiratory"	0.0104
16	"A"	"Digestive"	0
16	"A"	"Musculoskeletal Disorders"	0.0052
16	"A"	"Genitourinary"	0
16	"A"	"perinatal period"	0
16	"A"	"Congenital malformations"	0.013
16	"A"	"morbidity"	0.839
16	"S"	"Infection"	0.0196
16	"S"	"Neoplasms"	0.1516
16	"S"	"Diseases of the blood and blood-forming organs"	0.0147
16	"S"	"Endocrine"	0.0147
16	"S"	"Mental and behavioural disorders"	0.0024
16	"S"	"Nervous Disorders"	0.0513
16	"S"	"circulatory"	0.0391
16	"S"	"respiratory"	0.0293
16	"S"	"Digestive"	0.0122
16	"S"	"Musculoskeletal Disorders"	0.0049
16	"S"	"Genitourinary"	0
16	"S"	"perinatal period"	0
16	"S"	"Congenital malformations"	0.0318
16	"S"	"morbidity"	0.6088
16	"B"	"Infection"	0.0158
16	"B"	"Neoplasms"	0.056
16	"B"	"Diseases of the blood and blood-forming organs"	0.0117
16	"B"	"Endocrine"	0.0147
16	"B"	"Mental and behavioural disorders"	0.0022
16	"B"	"Nervous Disorders"	0.0413
16	"B"	"circulatory"	0.0558
16	"B"	"respiratory"	0.0272
16	"B"	"Digestive"	0.008
16	"B"	"Musculoskeletal Disorders"	0.0055
16	"B"	"Genitourinary"	0.0039
16	"B"	"perinatal period"	0.0017
16	"B"	"Congenital malformations"	0.0277
16	"B"	"morbidity"	0.7031
16	"W"	"Infection"	0.0113
16	"W"	"Neoplasms"	0.0753
16	"W"	"Diseases of the blood and blood-forming organs"	0.0048
16	"W"	"Endocrine"	0.0163
16	"W"	"Mental and behavioural disorders"	0.0044
16	"W"	"Nervous Disorders"	0.0423
16	"W"	"circulatory"	0.0374
16	"W"	"respiratory"	0.0172
16	"W"	"Digestive"	0.0086
16	"W"	"Musculoskeletal Disorders"	0.0034
16	"W"	"Genitourinary"	0.0022
16	"W"	"perinatal period"	0.0016
16	"W"	"Congenital malformations"	0.0229
16	"W"	"morbidity"	0.7346
17	"A"	"Infection"	0.0183
17	"A"	"Neoplasms"	0.0344
17	"A"	"Diseases of the blood and blood-forming organs"	0
17	"A"	"Endocrine"	0.0115
17	"A"	"Mental and behavioural disorders"	0.0092
17	"A"	"Nervous Disorders"	0.0138
17	"A"	"circulatory"	0.0436
17	"A"	"respiratory"	0.0115
17	"A"	"Digestive"	0.0023
17	"A"	"Musculoskeletal Disorders"	0.0046
17	"A"	"Genitourinary"	0.0023
17	"A"	"perinatal period"	0
17	"A"	"Congenital malformations"	0.0092
17	"A"	"morbidity"	0.8257
17	"S"	"Infection"	0.0123
17	"S"	"Neoplasms"	0.0826
17	"S"	"Diseases of the blood and blood-forming organs"	0.0123
17	"S"	"Endocrine"	0.0123
17	"S"	"Mental and behavioural disorders"	0.0035
17	"S"	"Nervous Disorders"	0.0475
17	"S"	"circulatory"	0.051
17	"S"	"respiratory"	0.0158
17	"S"	"Digestive"	0.0105
17	"S"	"Musculoskeletal Disorders"	0.007
17	"S"	"Genitourinary"	0
17	"S"	"perinatal period"	0.0018
17	"S"	"Congenital malformations"	0.0334
17	"S"	"morbidity"	0.6924
17	"B"	"Infection"	0.0146
17	"B"	"Neoplasms"	0.0383
17	"B"	"Diseases of the blood and blood-forming organs"	0.0093
17	"B"	"Endocrine"	0.0138
17	"B"	"Mental and behavioural disorders"	0.0012
17	"B"	"Nervous Disorders"	0.0366
17	"B"	"circulatory"	0.0557
17	"B"	"respiratory"	0.0237
17	"B"	"Digestive"	0.0081
17	"B"	"Musculoskeletal Disorders"	0.0055
17	"B"	"Genitourinary"	0.002
17	"B"	"perinatal period"	0.0008
17	"B"	"Congenital malformations"	0.0156
17	"B"	"morbidity"	0.7509
17	"W"	"Infection"	0.0093
17	"W"	"Neoplasms"	0.0662
17	"W"	"Diseases of the blood and blood-forming organs"	0.0044
17	"W"	"Endocrine"	0.0161
17	"W"	"Mental and behavioural disorders"	0.0045
17	"W"	"Nervous Disorders"	0.0364
17	"W"	"circulatory"	0.0327
17	"W"	"respiratory"	0.0165
17	"W"	"Digestive"	0.0074
17	"W"	"Musculoskeletal Disorders"	0.0018
17	"W"	"Genitourinary"	0.0018
17	"W"	"perinatal period"	0.001
17	"W"	"Congenital malformations"	0.0197
17	"W"	"morbidity"	0.7618
18	"A"	"Infection"	0.0047
18	"A"	"Neoplasms"	0.0202
18	"A"	"Diseases of the blood and blood-forming organs"	0.0016
18	"A"	"Endocrine"	0.0047
18	"A"	"Mental and behavioural disorders"	0.0031
18	"A"	"Nervous Disorders"	0.0109
18	"A"	"circulatory"	0.0187
18	"A"	"respiratory"	0.0109
18	"A"	"Digestive"	0.0047
18	"A"	"Musculoskeletal Disorders"	0.0062
18	"A"	"Genitourinary"	0
18	"A"	"perinatal period"	0
18	"A"	"Congenital malformations"	0.0093
18	"A"	"morbidity"	0.8663
18	"S"	"Infection"	0.0178
18	"S"	"Neoplasms"	0.1029
18	"S"	"Diseases of the blood and blood-forming organs"	0.0055
18	"S"	"Endocrine"	0.0069
18	"S"	"Mental and behavioural disorders"	0.0041
18	"S"	"Nervous Disorders"	0.0412
18	"S"	"circulatory"	0.0425
18	"S"	"respiratory"	0.0192
18	"S"	"Digestive"	0.0069
18	"S"	"Musculoskeletal Disorders"	0.0096
18	"S"	"Genitourinary"	0.0027
18	"S"	"perinatal period"	0
18	"S"	"Congenital malformations"	0.0219
18	"S"	"morbidity"	0.7037
18	"B"	"Infection"	0.015
18	"B"	"Neoplasms"	0.0369
18	"B"	"Diseases of the blood and blood-forming organs"	0.0108
18	"B"	"Endocrine"	0.0114
18	"B"	"Mental and behavioural disorders"	0.0022
18	"B"	"Nervous Disorders"	0.0286
18	"B"	"circulatory"	0.0461
18	"B"	"respiratory"	0.0191
18	"B"	"Digestive"	0.0067
18	"B"	"Musculoskeletal Disorders"	0.0055
18	"B"	"Genitourinary"	0.0024
18	"B"	"perinatal period"	0.0004
18	"B"	"Congenital malformations"	0.0163
18	"B"	"morbidity"	0.7747
18	"W"	"Infection"	0.0067
18	"W"	"Neoplasms"	0.0533
18	"W"	"Diseases of the blood and blood-forming organs"	0.0036
18	"W"	"Endocrine"	0.016
18	"W"	"Mental and behavioural disorders"	0.0051
18	"W"	"Nervous Disorders"	0.0296
18	"W"	"circulatory"	0.0299
18	"W"	"respiratory"	0.015
18	"W"	"Digestive"	0.006
18	"W"	"Musculoskeletal Disorders"	0.0023
18	"W"	"Genitourinary"	0.0017
18	"W"	"perinatal period"	0.0005
18	"W"	"Congenital malformations"	0.0138
18	"W"	"morbidity"	0.797
19	"A"	"Infection"	0.0059
19	"A"	"Neoplasms"	0.0146
19	"A"	"Diseases of the blood and blood-forming organs"	0.0029
19	"A"	"Endocrine"	0.019
19	"A"	"Mental and behavioural disorders"	0.0073
19	"A"	"Nervous Disorders"	0.0205
19	"A"	"circulatory"	0.0205
19	"A"	"respiratory"	0.0117
19	"A"	"Digestive"	0.0044
19	"A"	"Musculoskeletal Disorders"	0.0029
19	"A"	"Genitourinary"	0.0059
19	"A"	"perinatal period"	0
19	"A"	"Congenital malformations"	0.0117
19	"A"	"morbidity"	0.8477
19	"S"	"Infection"	0.0119
19	"S"	"Neoplasms"	0.0944
19	"S"	"Diseases of the blood and blood-forming organs"	0.0024
19	"S"	"Endocrine"	0.0119
19	"S"	"Mental and behavioural disorders"	0.0048
19	"S"	"Nervous Disorders"	0.0311
19	"S"	"circulatory"	0.0394
19	"S"	"respiratory"	0.0215
19	"S"	"Digestive"	0.006
19	"S"	"Musculoskeletal Disorders"	0.0119
19	"S"	"Genitourinary"	0.0048
19	"S"	"perinatal period"	0
19	"S"	"Congenital malformations"	0.0215
19	"S"	"morbidity"	0.7145
19	"B"	"Infection"	0.0172
19	"B"	"Neoplasms"	0.0346
19	"B"	"Diseases of the blood and blood-forming organs"	0.0138
19	"B"	"Endocrine"	0.0123
19	"B"	"Mental and behavioural disorders"	0.0026
19	"B"	"Nervous Disorders"	0.0256
19	"B"	"circulatory"	0.0474
19	"B"	"respiratory"	0.0161
19	"B"	"Digestive"	0.0072
19	"B"	"Musculoskeletal Disorders"	0.0082
19	"B"	"Genitourinary"	0.004
19	"B"	"perinatal period"	0.0006
19	"B"	"Congenital malformations"	0.0124
19	"B"	"morbidity"	0.7729
19	"W"	"Infection"	0.0079
19	"W"	"Neoplasms"	0.052
19	"W"	"Diseases of the blood and blood-forming organs"	0.0026
19	"W"	"Endocrine"	0.0161
19	"W"	"Mental and behavioural disorders"	0.007
19	"W"	"Nervous Disorders"	0.0315
19	"W"	"circulatory"	0.0343
19	"W"	"respiratory"	0.0131
19	"W"	"Digestive"	0.0062
19	"W"	"Musculoskeletal Disorders"	0.0024
19	"W"	"Genitourinary"	0.0025
19	"W"	"perinatal period"	0.0007
19	"W"	"Congenital malformations"	0.0136
19	"W"	"morbidity"	0.7869
20	"A"	"Infection"	0.0015
20	"A"	"Neoplasms"	0.0255
20	"A"	"Diseases of the blood and blood-forming organs"	0.0045
20	"A"	"Endocrine"	0.015
20	"A"	"Mental and behavioural disorders"	0.0045
20	"A"	"Nervous Disorders"	0.0105
20	"A"	"circulatory"	0.033
20	"A"	"respiratory"	0.0135
20	"A"	"Digestive"	0.0105
20	"A"	"Musculoskeletal Disorders"	0.0015
20	"A"	"Genitourinary"	0
20	"A"	"perinatal period"	0.0015
20	"A"	"Congenital malformations"	0.0105
20	"A"	"morbidity"	0.8501
20	"S"	"Infection"	0.0119
20	"S"	"Neoplasms"	0.0964
20	"S"	"Diseases of the blood and blood-forming organs"	0.0087
20	"S"	"Endocrine"	0.0098
20	"S"	"Mental and behavioural disorders"	0.0011
20	"S"	"Nervous Disorders"	0.0271
20	"S"	"circulatory"	0.0455
20	"S"	"respiratory"	0.0098
20	"S"	"Digestive"	0.0065
20	"S"	"Musculoskeletal Disorders"	0.0119
20	"S"	"Genitourinary"	0.0033
20	"S"	"perinatal period"	0
20	"S"	"Congenital malformations"	0.0195
20	"S"	"morbidity"	0.7324
20	"B"	"Infection"	0.0186
20	"B"	"Neoplasms"	0.0361
20	"B"	"Diseases of the blood and blood-forming organs"	0.0126
20	"B"	"Endocrine"	0.0141
20	"B"	"Mental and behavioural disorders"	0.0035
20	"B"	"Nervous Disorders"	0.027
20	"B"	"circulatory"	0.0552
20	"B"	"respiratory"	0.0203
20	"B"	"Digestive"	0.0071
20	"B"	"Musculoskeletal Disorders"	0.0081
20	"B"	"Genitourinary"	0.0047
20	"B"	"perinatal period"	0.0004
20	"B"	"Congenital malformations"	0.0111
20	"B"	"morbidity"	0.7519
20	"W"	"Infection"	0.0074
20	"W"	"Neoplasms"	0.0523
20	"W"	"Diseases of the blood and blood-forming organs"	0.0029
20	"W"	"Endocrine"	0.0181
20	"W"	"Mental and behavioural disorders"	0.0087
20	"W"	"Nervous Disorders"	0.0287
20	"W"	"circulatory"	0.0349
20	"W"	"respiratory"	0.0147
20	"W"	"Digestive"	0.0061
20	"W"	"Musculoskeletal Disorders"	0.003
20	"W"	"Genitourinary"	0.003
20	"W"	"perinatal period"	0.0005
20	"W"	"Congenital malformations"	0.0118
20	"W"	"morbidity"	0.7819
21	"A"	"Infection"	0.0026
21	"A"	"Neoplasms"	0.0223
21	"A"	"Diseases of the blood and blood-forming organs"	0.0039
21	"A"	"Endocrine"	0.0079
21	"A"	"Mental and behavioural disorders"	0.0105
21	"A"	"Nervous Disorders"	0.0145
21	"A"	"circulatory"	0.0302
21	"A"	"respiratory"	0.0118
21	"A"	"Digestive"	0.0145
21	"A"	"Musculoskeletal Disorders"	0.0039
21	"A"	"Genitourinary"	0.0013
21	"A"	"perinatal period"	0
21	"A"	"Congenital malformations"	0.0066
21	"A"	"morbidity"	0.8449
21	"S"	"Infection"	0.0103
21	"S"	"Neoplasms"	0.0967
21	"S"	"Diseases of the blood and blood-forming organs"	0.0041
21	"S"	"Endocrine"	0.0123
21	"S"	"Mental and behavioural disorders"	0.0072
21	"S"	"Nervous Disorders"	0.0329
21	"S"	"circulatory"	0.0566
21	"S"	"respiratory"	0.0226
21	"S"	"Digestive"	0.0062
21	"S"	"Musculoskeletal Disorders"	0.0093
21	"S"	"Genitourinary"	0.0051
21	"S"	"perinatal period"	0
21	"S"	"Congenital malformations"	0.0123
21	"S"	"morbidity"	0.7078
21	"B"	"Infection"	0.025
21	"B"	"Neoplasms"	0.036
21	"B"	"Diseases of the blood and blood-forming organs"	0.0131
21	"B"	"Endocrine"	0.0164
21	"B"	"Mental and behavioural disorders"	0.003
21	"B"	"Nervous Disorders"	0.0238
21	"B"	"circulatory"	0.0581
21	"B"	"respiratory"	0.0216
21	"B"	"Digestive"	0.0079
21	"B"	"Musculoskeletal Disorders"	0.0093
21	"B"	"Genitourinary"	0.0055
21	"B"	"perinatal period"	0.0005
21	"B"	"Congenital malformations"	0.009
21	"B"	"morbidity"	0.7397
21	"W"	"Infection"	0.008
21	"W"	"Neoplasms"	0.0517
21	"W"	"Diseases of the blood and blood-forming organs"	0.0027
21	"W"	"Endocrine"	0.0181
21	"W"	"Mental and behavioural disorders"	0.009
21	"W"	"Nervous Disorders"	0.027
21	"W"	"circulatory"	0.0354
21	"W"	"respiratory"	0.0144
21	"W"	"Digestive"	0.0079
21	"W"	"Musculoskeletal Disorders"	0.0032
21	"W"	"Genitourinary"	0.0032
21	"W"	"perinatal period"	0.0003
21	"W"	"Congenital malformations"	0.0123
21	"W"	"morbidity"	0.781
22	"A"	"Infection"	0.0075
22	"A"	"Neoplasms"	0.0263
22	"A"	"Diseases of the blood and blood-forming organs"	0
22	"A"	"Endocrine"	0.0138
22	"A"	"Mental and behavioural disorders"	0.0138
22	"A"	"Nervous Disorders"	0.02
22	"A"	"circulatory"	0.0325
22	"A"	"respiratory"	0.0075
22	"A"	"Digestive"	0.0163
22	"A"	"Musculoskeletal Disorders"	0.0013
22	"A"	"Genitourinary"	0.005
22	"A"	"perinatal period"	0
22	"A"	"Congenital malformations"	0.0125
22	"A"	"morbidity"	0.8223
22	"S"	"Infection"	0.0163
22	"S"	"Neoplasms"	0.0887
22	"S"	"Diseases of the blood and blood-forming organs"	0.0018
22	"S"	"Endocrine"	0.0127
22	"S"	"Mental and behavioural disorders"	0.0027
22	"S"	"Nervous Disorders"	0.0271
22	"S"	"circulatory"	0.0507
22	"S"	"respiratory"	0.0181
22	"S"	"Digestive"	0.0063
22	"S"	"Musculoskeletal Disorders"	0.0109
22	"S"	"Genitourinary"	0.0027
22	"S"	"perinatal period"	0
22	"S"	"Congenital malformations"	0.0181
22	"S"	"morbidity"	0.714
22	"B"	"Infection"	0.0297
22	"B"	"Neoplasms"	0.039
22	"B"	"Diseases of the blood and blood-forming organs"	0.0119
22	"B"	"Endocrine"	0.018
22	"B"	"Mental and behavioural disorders"	0.0039
22	"B"	"Nervous Disorders"	0.0253
22	"B"	"circulatory"	0.0603
22	"B"	"respiratory"	0.0217
22	"B"	"Digestive"	0.0111
22	"B"	"Musculoskeletal Disorders"	0.0111
22	"B"	"Genitourinary"	0.0061
22	"B"	"perinatal period"	0.0002
22	"B"	"Congenital malformations"	0.0097
22	"B"	"morbidity"	0.7189
22	"W"	"Infection"	0.01
22	"W"	"Neoplasms"	0.053
22	"W"	"Diseases of the blood and blood-forming organs"	0.0029
22	"W"	"Endocrine"	0.0186
22	"W"	"Mental and behavioural disorders"	0.0103
22	"W"	"Nervous Disorders"	0.0267
22	"W"	"circulatory"	0.0384
22	"W"	"respiratory"	0.0161
22	"W"	"Digestive"	0.0097
22	"W"	"Musculoskeletal Disorders"	0.0032
22	"W"	"Genitourinary"	0.0033
22	"W"	"perinatal period"	0.0001
22	"W"	"Congenital malformations"	0.0111
22	"W"	"morbidity"	0.7685
23	"A"	"Infection"	0.0094
23	"A"	"Neoplasms"	0.0201
23	"A"	"Diseases of the blood and blood-forming organs"	0.0013
23	"A"	"Endocrine"	0.0161
23	"A"	"Mental and behavioural disorders"	0.0161
23	"A"	"Nervous Disorders"	0.0174
23	"A"	"circulatory"	0.0228
23	"A"	"respiratory"	0.0161
23	"A"	"Digestive"	0.0255
23	"A"	"Musculoskeletal Disorders"	0.0027
23	"A"	"Genitourinary"	0.0027
23	"A"	"perinatal period"	0
23	"A"	"Congenital malformations"	0.0081
23	"A"	"morbidity"	0.8215
23	"S"	"Infection"	0.0137
23	"S"	"Neoplasms"	0.0978
23	"S"	"Diseases of the blood and blood-forming organs"	0.0039
23	"S"	"Endocrine"	0.0088
23	"S"	"Mental and behavioural disorders"	0.0059
23	"S"	"Nervous Disorders"	0.0264
23	"S"	"circulatory"	0.0723
23	"S"	"respiratory"	0.0186
23	"S"	"Digestive"	0.0088
23	"S"	"Musculoskeletal Disorders"	0.0108
23	"S"	"Genitourinary"	0.002
23	"S"	"perinatal period"	0.002
23	"S"	"Congenital malformations"	0.0186
23	"S"	"morbidity"	0.6843
23	"B"	"Infection"	0.038
23	"B"	"Neoplasms"	0.0398
23	"B"	"Diseases of the blood and blood-forming organs"	0.0164
23	"B"	"Endocrine"	0.0213
23	"B"	"Mental and behavioural disorders"	0.0042
23	"B"	"Nervous Disorders"	0.026
23	"B"	"circulatory"	0.0635
23	"B"	"respiratory"	0.0227
23	"B"	"Digestive"	0.0101
23	"B"	"Musculoskeletal Disorders"	0.0096
23	"B"	"Genitourinary"	0.0064
23	"B"	"perinatal period"	0.0003
23	"B"	"Congenital malformations"	0.0086
23	"B"	"morbidity"	0.7001
23	"W"	"Infection"	0.0109
23	"W"	"Neoplasms"	0.0566
23	"W"	"Diseases of the blood and blood-forming organs"	0.0028
23	"W"	"Endocrine"	0.0198
23	"W"	"Mental and behavioural disorders"	0.0114
23	"W"	"Nervous Disorders"	0.0263
23	"W"	"circulatory"	0.0424
23	"W"	"respiratory"	0.0169
23	"W"	"Digestive"	0.0087
23	"W"	"Musculoskeletal Disorders"	0.0034
23	"W"	"Genitourinary"	0.0038
23	"W"	"perinatal period"	0.0004
23	"W"	"Congenital malformations"	0.0119
23	"W"	"morbidity"	0.754
24	"A"	"Infection"	0.0077
24	"A"	"Neoplasms"	0.0282
24	"A"	"Diseases of the blood and blood-forming organs"	0.0013
24	"A"	"Endocrine"	0.0218
24	"A"	"Mental and behavioural disorders"	0.0102
24	"A"	"Nervous Disorders"	0.009
24	"A"	"circulatory"	0.0384
